Loss_A	Loss_T	Accuracy_A	Accuracy_T	
0.4676	0.2604	53.1500	49.9750	
0.3689	0.1744	51.7250	50.0000	
0.2863	0.1580	49.9500	50.0000	
0.2601	0.1498	49.8250	50.0000	
0.2601	0.1432	49.9000	50.0000	
0.2556	0.1373	51.2250	50.0000	
0.2526	0.1320	54.8000	50.0000	
0.2524	0.1273	54.8500	50.0000	
0.2517	0.1230	54.6250	50.0000	
0.2511	0.1191	55.1250	50.0000	
0.2507	0.1157	54.9250	50.0000	
0.2503	0.1127	54.9000	50.0000	
0.2498	0.1100	54.3500	50.0000	
0.2494	0.1076	54.7750	50.0000	
0.2489	0.1056	55.6500	50.0000	
0.2485	0.1038	55.7750	50.0000	
0.2483	0.1023	55.4000	50.0000	
0.2481	0.1010	55.6000	50.0000	
0.2480	0.0998	55.5250	50.0000	
0.2479	0.0989	55.3750	50.0000	
0.2478	0.0981	55.4250	50.0000	
0.2477	0.0974	55.3750	50.0000	
0.2476	0.0968	55.3500	50.0000	
0.2475	0.0964	55.5750	50.0000	
0.2475	0.0960	55.7000	50.0000	
0.2474	0.0957	55.2000	50.0000	
0.2473	0.0954	55.4250	50.0000	
0.2472	0.0952	55.6000	50.0000	
0.2471	0.0951	55.3000	50.0000	
0.2469	0.0949	55.2250	50.0000	
0.2468	0.0948	55.5750	50.0000	
0.2468	0.0947	55.2250	50.0000	
0.2465	0.0946	55.1500	50.0000	
0.2465	0.0946	55.5500	50.0000	
0.2463	0.0945	55.6750	50.0000	
0.2462	0.0945	55.4500	50.0000	
0.2461	0.0945	54.9750	50.0000	
0.2461	0.0944	55.1500	50.0000	
0.2460	0.0944	55.3750	50.0000	
0.2459	0.0941	55.7750	50.0000	
0.2459	0.0928	55.3000	50.0000	
0.2459	0.0876	55.2000	50.0000	
0.2458	0.0853	56.0500	68.7250	
0.2459	0.0827	55.7750	71.4250	
0.2458	0.0807	55.7000	70.3000	
0.2458	0.0789	55.6000	70.0250	
0.2459	0.0776	55.7250	69.8750	
0.2459	0.0762	55.9500	69.2250	
0.2457	0.0749	55.3750	69.1500	
0.2457	0.0737	55.2500	68.7000	
0.2457	0.0730	55.5750	68.5250	
0.2457	0.0728	55.7000	68.5500	
0.2457	0.0727	55.9250	68.3500	
0.2456	0.0726	55.9750	68.3750	
0.2456	0.0725	56.0000	68.5000	
0.2456	0.0724	55.9500	68.5250	
0.2456	0.0723	55.9000	68.5750	
0.2456	0.0722	55.9500	68.5750	
0.2456	0.0721	55.8500	68.5500	
0.2456	0.0720	55.8500	68.5500	
0.2456	0.0719	55.8750	68.5000	
0.2456	0.0718	55.9000	68.4250	
0.2456	0.0716	55.9000	68.4250	
0.2456	0.0715	55.7500	68.4250	
0.2456	0.0714	55.8750	68.4500	
0.2456	0.0713	55.8500	68.4500	
0.2456	0.0711	55.8750	68.4250	
0.2456	0.0710	55.7750	68.4250	
0.2456	0.0709	55.7250	68.4250	
0.2456	0.0707	55.7500	68.4500	
0.2456	0.0706	55.7000	68.5250	
0.2456	0.0705	55.8000	68.4500	
0.2456	0.0703	55.8000	68.4750	
0.2456	0.0702	55.7250	68.4500	
0.2456	0.0701	55.6750	68.4750	
0.2456	0.0699	55.7500	68.5250	
0.2456	0.0698	55.7750	68.5250	
0.2456	0.0696	55.6750	68.5000	
0.2456	0.0695	55.5250	68.5250	
0.2456	0.0694	55.5500	68.5500	
0.2456	0.0692	55.8000	68.5250	
0.2456	0.0691	55.6500	68.5250	
0.2456	0.0690	55.7750	68.5250	
0.2456	0.0688	55.6500	68.4750	
0.2456	0.0687	55.7750	68.5750	
0.2456	0.0685	55.7750	68.5750	
0.2456	0.0684	55.4750	68.5500	
0.2456	0.0682	55.6250	68.5750	
0.2456	0.0681	55.6500	68.5250	
0.2456	0.0680	55.7000	68.4250	
0.2456	0.0678	55.6250	68.5250	
0.2455	0.0677	55.7000	68.5250	
0.2456	0.0675	55.6500	68.6250	
0.2456	0.0674	55.5500	68.6500	
0.2455	0.0673	55.5750	68.6500	
0.2456	0.0671	55.6250	68.7250	
0.2456	0.0670	55.8500	68.8250	
0.2456	0.0668	55.5000	68.8000	
0.2455	0.0667	55.5750	68.8000	
0.2456	0.0666	55.6500	68.7000	
0.2455	0.0664	55.7250	68.8000	
0.2455	0.0663	55.6500	68.6750	
0.2456	0.0662	55.6500	68.9500	
0.2456	0.0660	55.6000	68.9250	
0.2455	0.0659	55.4750	68.9000	
0.2455	0.0657	55.6500	68.9500	
0.2455	0.0656	55.6500	68.9500	
0.2455	0.0655	55.5500	68.8750	
0.2455	0.0654	55.6750	68.8500	
0.2455	0.0652	55.5500	68.8750	
0.2455	0.0651	55.5750	69.0500	
0.2455	0.0650	55.4000	69.0500	
0.2455	0.0648	55.5750	68.9500	
0.2455	0.0647	55.6000	68.8500	
0.2455	0.0646	55.6000	68.9250	
0.2455	0.0645	55.5000	68.9500	
0.2455	0.0644	55.6000	68.9250	
0.2455	0.0642	55.5750	69.0000	
0.2455	0.0641	55.5750	69.0000	
0.2455	0.0640	55.6000	68.9750	
0.2455	0.0639	55.6250	69.0250	
0.2455	0.0638	55.6000	68.9750	
0.2455	0.0637	55.6000	69.1000	
0.2455	0.0635	55.5750	69.0500	
0.2455	0.0634	55.5500	69.0750	
0.2455	0.0633	55.5500	69.1750	
0.2455	0.0632	55.6000	69.1500	
0.2455	0.0631	55.6000	69.1000	
0.2455	0.0630	55.6250	69.1000	
0.2455	0.0629	55.6500	69.1750	
0.2455	0.0628	55.6500	69.1500	
0.2455	0.0627	55.5750	69.1250	
0.2455	0.0626	55.6500	69.1000	
0.2455	0.0625	55.5750	69.2000	
0.2455	0.0624	55.5000	69.1500	
0.2455	0.0623	55.6000	69.2250	
0.2455	0.0622	55.6750	69.2250	
0.2455	0.0621	55.7250	69.2000	
0.2455	0.0620	55.5500	69.2750	
0.2455	0.0619	55.6250	69.3500	
0.2455	0.0619	55.5750	69.3000	
0.2455	0.0618	55.6250	69.3000	
0.2455	0.0617	55.6750	69.3750	
0.2455	0.0616	55.7250	69.3250	
0.2455	0.0615	55.7000	69.3750	
0.2455	0.0614	55.7250	69.3000	
0.2455	0.0614	55.5000	69.4000	
0.2455	0.0613	55.5750	69.4250	
0.2455	0.0612	55.5500	69.4250	
0.2455	0.0611	55.5250	69.3750	
0.2455	0.0610	55.6500	69.3250	
0.2454	0.0610	55.6250	69.5500	
0.2454	0.0609	55.5250	69.6000	
0.2454	0.0608	55.6750	69.5750	
0.2454	0.0607	55.5750	69.5750	
0.2455	0.0607	55.6000	69.6250	
0.2454	0.0606	55.5000	69.7250	
0.2454	0.0605	55.6000	69.7750	
0.2454	0.0604	55.5250	69.8250	
0.2454	0.0604	55.7000	69.7000	
0.2454	0.0603	55.6500	69.7250	
0.2454	0.0602	55.4500	69.8250	
0.2454	0.0602	55.7000	69.7750	
0.2454	0.0601	55.6500	69.7250	
0.2454	0.0600	55.6250	69.8000	
0.2454	0.0600	55.6000	69.8000	
0.2454	0.0599	55.4500	69.8000	
0.2454	0.0599	55.5750	69.7000	
0.2454	0.0598	55.5750	69.7500	
0.2454	0.0597	55.4500	69.7750	
0.2454	0.0597	55.6500	69.9000	
0.2454	0.0596	55.5500	69.8000	
0.2454	0.0596	55.5000	69.8000	
0.2454	0.0595	55.4750	69.8250	
0.2454	0.0594	55.6750	69.8500	
0.2454	0.0594	55.6750	69.7750	
0.2454	0.0593	55.6500	69.8500	
0.2454	0.0593	55.5750	69.8000	
0.2454	0.0592	55.5250	69.7750	
0.2454	0.0592	55.6500	69.9250	
0.2454	0.0591	55.6750	69.8500	
0.2454	0.0591	55.5750	69.8250	
